run_id,vantage_id,did,resolved_pds_host,resolution_method,did_doc_url,service_endpoint,error,captured_at_utc
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3cqyyjjd65ac4x2vouidycez,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3cqyyjjd65ac4x2vouidycez,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:42Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3dcfhbtgr2n5zpzzxwdm5nww,https://calocybe.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:3dcfhbtgr2n5zpzzxwdm5nww,https://calocybe.us-west.host.bsky.network,,2026-04-03T08:26:43Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3dloahbey6emfs6qb4gymwzy,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3dloahbey6emfs6qb4gymwzy,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:43Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3dvtf3eenzeytmx6byvso446,https://jellybaby.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3dvtf3eenzeytmx6byvso446,https://jellybaby.us-east.host.bsky.network,,2026-04-03T08:26:43Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3dwn5oeprfb3lvrlwul5btnc,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3dwn5oeprfb3lvrlwul5btnc,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:44Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3fnk2ogl2npcynjwjg7lve5k,https://button.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:3fnk2ogl2npcynjwjg7lve5k,https://button.us-west.host.bsky.network,,2026-04-03T08:26:44Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3fudbpz7kzlgjkkggiyc4qgh,https://ganoderma.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:3fudbpz7kzlgjkkggiyc4qgh,https://ganoderma.us-west.host.bsky.network,,2026-04-03T08:26:45Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3h367xd76nbukfe6m6xwc6zb,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3h367xd76nbukfe6m6xwc6zb,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:45Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3h3xa6om6qbldrmtgh5b4zlv,https://entoloma.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:3h3xa6om6qbldrmtgh5b4zlv,https://entoloma.us-west.host.bsky.network,,2026-04-03T08:26:45Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3h4bta522jl76ycizzhsvnsh,https://shimeji.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3h4bta522jl76ycizzhsvnsh,https://shimeji.us-east.host.bsky.network,,2026-04-03T08:26:46Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:3hmjti5v2dblbkihzmwxirmr,https://inkcap.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:3hmjti5v2dblbkihzmwxirmr,https://inkcap.us-east.host.bsky.network,,2026-04-03T08:26:46Z
